Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
68407366627016,4 to 9 Years,B.Tech,$58K-$109K,Apia,American Samoa,-14.271,-170.1322,Intern,58987,2021-10-16,Both,Melinda Garcia,470.980.2001x2235,Sales Consultant,Sales Trainer,Idealist,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills,Train and onboard new sales team members. Develop training materials and sales scripts. Conduct sales coaching and performance evaluations.,DCP Midstream,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Denver"",""State"":""Colorado"",""Zip"":""80237"",""Website"":""www.dcpmidstream.com"",""Ticker"":""DCP"",""CEO"":""""}"
2366644186395808,4 to 10 Years,MBA,$63K-$86K,Gibraltar,Gibraltar,36.1408,-5.3536,Contract,106833,2023-01-11,Both,Nancy Marshall,838.817.6166x18002,Event Coordinator,Event Planner,Dice,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,"Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations.",China Eastern Airlines,"{""Sector"":""Aviation and Travel"",""Industry"":""Airlines & Aviation"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.ceair.com/"",""Ticker"":""600115"",""CEO"":""Ma Xulun""}"
2237613911877732,1 to 10 Years,MBA,$59K-$121K,Kuala Lumpur,Malaysia,4.2105,101.9758,Part-Time,53299,2022-02-22,Male,Maria Mccarthy,9148159328,Business Development Manager,Strategic Partnerships Manager,SimplyHired,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Partnership development Negotiation and collaboration Business development,Identify and establish strategic partnerships and alliances. Negotiate partnership agreements and terms. Collaborate with partners to achieve mutual business goals.,Origin Energy,"{""Sector"":""Energy/Oil and Gas"",""Industry"":""Energy"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.originenergy.com.au/"",""Ticker"":""ORG"",""CEO"":""Frank Calabria""}"
2634964794518350,4 to 8 Years,M.Com,$56K-$104K,Helsinki,Finland,61.9241,25.7482,Temporary,70459,2022-06-04,Male,Desiree Garcia,001-825-957-8393x157,UX/UI Designer,Interaction Designer,Snagajob,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",Fifth Third Bancorp,"{""Sector"":""Banking"",""Industry"":""Commercial Banks"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45263"",""Website"":""www.53.com"",""Ticker"":""FITB"",""CEO"":""Tim Spence""}"
2694904184024816,4 to 14 Years,MCA,$62K-$85K,Pristina,Kosovo,42.6026,20.903,Temporary,107060,2022-01-26,Male,Mackenzie Mitchell,(256)321-0734x67294,Operations Manager,Quality Control Manager,Idealist,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Establish and enforce quality control standards and procedures. Conduct quality audits and inspections. Collaborate with production teams to address quality issues and implement improvements.,Lendlease Group,"{""Sector"":""Real Estate/Construction"",""Industry"":""Real Estate"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.lendlease.com/"",""Ticker"":""LLC"",""CEO"":""Tony Lombardo""}"
76823872594435,1 to 9 Years,MCA,$57K-$109K,Phnom Penh,Cambodia,12.5657,104.9909,Part-Time,105107,2021-12-10,Female,Jennifer Casey,(529)386-0796x456,Landscape Architect,Residential Landscape Designer,Snagajob,Create aesthetically pleasing and functional landscape designs for residential properties.,"{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Landscape design Plant selection and care Hardscape design,"Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality.",Petrofac,"{""Sector"":""Oil and Gas Services"",""Industry"":""Energy - Oil & Gas Services"",""City"":""London"",""State"":""England"",""Zip"":""SW1E 5JY"",""Website"":""https://www.petrofac.com/"",""Ticker"":""PFC"",""CEO"":""Ayman Asfari""}"
2926762648749412,0 to 12 Years,BCA,$64K-$80K,Copenhagen,Denmark,56.2639,9.5018,Contract,46110,2022-05-18,Both,Jason Wilson,447-220-8604,Content Writer,Content Strategist,FlexJobs,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Content strategy Content planning SEO optimization Content marketing Analytics,"Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.",Amazon.com,"{""Sector"":""Technology"",""Industry"":""Internet Services and Retailing"",""City"":""Seattle"",""State"":""Washington"",""Zip"":""98109"",""Website"":""www.amazon.com"",""Ticker"":""AMZN"",""CEO"":""Andrew R. Jassy""}"
642644234366959,1 to 10 Years,MBA,$61K-$130K,Luanda,Angola,-11.2027,17.8739,Contract,110440,2022-04-09,Both,Samantha King,663-612-3239,Sales Consultant,Sales Advisor,FlexJobs,"Sales Advisors provide expert advice to customers about products or services. They help customers make informed purchase decisions, answer questions, and offer solutions tailored to individual needs.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Sales strategies Customer relationship management Sales techniques Product knowledge Client acquisition Negotiation skills,Provide expert advice and guidance to customers on products or services. Understand customer needs and recommend appropriate solutions. Achieve sales targets and quotas.,J.B. Hunt Transport Services,"{""Sector"":""Transportation"",""Industry"":""Trucking, Truck Leasing"",""City"":""Lowell"",""State"":""Arkansas"",""Zip"":""72745"",""Website"":""www.jbhunt.com"",""Ticker"":""JBHT"",""CEO"":""John N. Roberts Iii""}"
1656172951157377,2 to 13 Years,BA,$56K-$99K,Bamako,Mali,17.5707,-3.9962,Temporary,117529,2022-05-29,Male,Benjamin Brown,840.772.1083,Mechanical Designer,HVAC Systems Designer,The Muse,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills,"Specialize in designing heating, ventilation, and air conditioning (HVAC) systems. Calculate load requirements and select HVAC equipment. Ensure energy efficiency and compliance.",Tullow Oil,"{""Sector"":""Energy"",""Industry"":""Energy - Oil & Gas Exploration & Production"",""City"":""London"",""State"":""England"",""Zip"":""W1J 8DZ"",""Website"":""https://www.tullowoil.com/"",""Ticker"":""TLW"",""CEO"":""Rahul Dhir""}"
2477047454554019,4 to 13 Years,BA,$63K-$94K,City of Port Louis,Mauritius,-20.3484,57.5522,Part-Time,33876,2021-09-18,Both,Kimberly Cooley,001-420-567-3025x5373,Web Designer,Frontend Web Designer,Idealist,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",Fortune Brands Innovations,"{""Sector"":""Manufacturing"",""Industry"":""Building Materials, Glass"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.fbin.com"",""Ticker"":""FBIN"",""CEO"":""Nicholas Fink""}"
274748315645582,5 to 8 Years,MBA,$57K-$101K,Vienna,Austria,47.5162,14.5501,Temporary,24804,2023-01-03,Female,Amanda Carney,399.333.6712,Supply Chain Manager,Demand Planner,LinkedIn,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Analyze demand patterns and market trends to forecast product demand. Collaborate with production and sales teams to optimize inventory levels. Implement demand planning and forecasting tools.,PepsiCo,"{""Sector"":""Food and Beverage"",""Industry"":""Food Consumer Products"",""City"":""Purchase"",""State"":""New York"",""Zip"":""10577"",""Website"":""www.pepsico.com"",""Ticker"":""PEP"",""CEO"":""Ramon L. Laguarta""}"
1302296909831625,0 to 8 Years,BCA,$57K-$100K,Ouagadougou,Burkina Faso,12.2383,-1.5616,Contract,23992,2022-05-23,Female,Julie Wright,001-976-774-6771x590,Brand Ambassador,Social Media Influencer,CareerBuilder,Social Media Influencers use their online presence to promote brands or products. They create engaging content and collaborate with companies to reach a wider audience.,"{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Social media management Content creation Audience engagement Marketing strategy Communication skills,Build and maintain a strong social media presence and following. Create and share content related to the brand. Collaborate with brands for sponsored posts and partnerships.,Caterpillar,"{""Sector"":""Industrial"",""Industry"":""Construction and Farm Machinery"",""City"":""Irving"",""State"":""Texas"",""Zip"":""75039"",""Website"":""www.caterpillar.com"",""Ticker"":""CAT"",""CEO"":""Jim Umpleby""}"
2643627160686272,2 to 10 Years,BBA,$62K-$112K,Damascus,Syrian Arab Republic,34.8021,38.9968,Temporary,83390,2022-09-06,Female,Timothy Day,920-692-6424x426,Interior Designer,Commercial Interior Designer,LinkedIn,A Commercial Interior Designer focuses on designing interior spaces for businesses and commercial properties. They optimize layouts for productivity and aesthetics.,"{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Commercial interior design Workplace ergonomics Building codes and regulations knowledge Sustainable design principles AutoCAD and Revit proficiency,"Design and optimize interior spaces for commercial and public use, such as offices, restaurants, and retail stores. Collaborate with architects and contractors. Ensure compliance with building codes and regulations.",Bath & Body Works,"{""Sector"":""Consumer Discretionary"",""Industry"":""Specialty Retailers: Other"",""City"":""Columbus"",""State"":""Ohio"",""Zip"":""43230"",""Website"":""www.bbwinc.com"",""Ticker"":""BBWI"",""CEO"":""Gina Boswell""}"
2065181800900239,2 to 14 Years,M.Com,$64K-$122K,"Malabo (de jure),",Equatorial Guinea,1.6508,10.2679,Full-Time,72140,2021-09-15,Male,Christopher Rhodes,623.617.5621,Architect,Project Architect,ZipRecruiter,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Architectural project management Construction documents Building systems Design coordination Client communication,"Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets.",Tata Steel,"{""Sector"":""Steel & Metals"",""Industry"":""Steel"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400098"",""Website"":""https://www.tatasteel.com/"",""Ticker"":""TATASTEEL"",""CEO"":""T.V. Narendran""}"
2276245278583178,4 to 9 Years,BA,$63K-$83K,Rome,Italy,41.8719,12.5674,Intern,45762,2023-02-23,Male,Victoria Scott,682.389.6415x5685,Content Writer,Copywriter,LinkedIn,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Copywriting Content creation SEO Marketing strategies Creativity,"Create engaging and persuasive content for marketing materials, websites, blog posts, and social media. Conduct keyword research and SEO optimization. Proofread and edit content for accuracy and clarity.",United Technologies Corporation,"{""Sector"":""Aerospace/Building Systems"",""Industry"":""Aerospace and Defense"",""City"":""Farmington"",""State"":""CT"",""Zip"":""6032"",""Website"":""https://www.utc.com/"",""Ticker"":""UTX"",""CEO"":""N/A""}"
1192776058520587,0 to 11 Years,MBA,$57K-$115K,Guatemala City,Guatemala,15.7835,-90.2308,Temporary,123258,2023-04-17,Both,Jeremy Daugherty,(207)487-3997,Legal Assistant,Paralegal,Dice,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",UPL Limited,"{""Sector"":""Agrochemicals"",""Industry"":""Agrochemicals"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400063"",""Website"":""www.uplonline.com"",""Ticker"":""UPL"",""CEO"":""Jai Shroff""}"
469128080588143,3 to 15 Years,BBA,$64K-$89K,Abuja,Nigeria,9.082,8.6753,Intern,21696,2022-06-20,Both,Jeff Cobb,+1-930-580-0728x050,Account Manager,Client Relationship Manager,Internships.com,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Client relationship management Customer service Communication skills,Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication.,The Kraft Heinz Company,"{""Sector"":""Food and Beverage"",""Industry"":""Food Manufacturing"",""City"":""Chicago"",""State"":""IL"",""Zip"":""60601"",""Website"":""https://www.kraftheinzcompany.com/"",""Ticker"":""KHC"",""CEO"":""Miguel Patricio""}"
1298681028419375,5 to 13 Years,M.Com,$63K-$92K,Hanoi,Vietnam,14.0583,108.2772,Intern,92288,2021-12-05,Both,James Moore,+1-580-247-9401x375,Registered Nurse,Staff Nurse,SimplyHired,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Nursing care Patient assessment Medical knowledge,"Provide direct patient care, including assessments, medication administration, and wound care. Monitor patient conditions and vital signs. Collaborate with healthcare teams to develop care plans.",Hindalco Industries,"{""Sector"":""Aluminum"",""Industry"":""Aluminum and Copper Manufacturing"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400025"",""Website"":""https://www.hindalco.com/"",""Ticker"":""HINDALCO"",""CEO"":""Satish Pai""}"
767371909220432,1 to 15 Years,BBA,$59K-$110K,Nicosia,Cyprus,35.1264,33.4299,Intern,69842,2022-10-11,Female,Michael Jackson,890.398.4159,Market Research Analyst,Market Research Coordinator,Indeed,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Market research coordination Survey design and administration Data analysis,"Coordinate research projects, including participant recruitment and data collection. Collaborate with research teams and ensure project timelines are met. Maintain research databases and records.",Activision Blizzard,"{""Sector"":""Communication Services"",""Industry"":""Entertainment"",""City"":""Santa Monica"",""State"":""California"",""Zip"":""90404"",""Website"":""www.activisionblizzard.com"",""Ticker"":""ATVI"",""CEO"":""Bobby Kotick""}"
529636422616431,1 to 15 Years,BCA,$65K-$116K,Algiers,Algeria,28.0339,1.6596,Part-Time,119059,2023-07-12,Male,David Benson,+1-750-266-4297x20171,Software Engineer,Frontend Developer,Snagajob,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization","Design and implement user interfaces for web applications using HTML, CSS, and JavaScript. Collaborate with UX designers to ensure a user-friendly experience. Optimize applications for speed and responsiveness.",Genworth Financial,"{""Sector"":""Financials"",""Industry"":""Insurance: Life, Health (Stock)"",""City"":""Richmond"",""State"":""Virginia"",""Zip"":""23230"",""Website"":""www.genworth.com"",""Ticker"":""GNW"",""CEO"":""Thomas J. Mcinerney""}"
1627128816654356,5 to 8 Years,B.Tech,$62K-$106K,Thimphu,Bhutan,27.5142,90.4336,Full-Time,23350,2021-11-06,Female,Sydney Kennedy,+1-953-356-0359,Structural Engineer,Construction Engineer,The Muse,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Construction management Structural design AutoCAD proficiency Project management Site inspection,"Oversee construction projects, including structural aspects, budgeting, and scheduling. Collaborate with architects and contractors. Ensure compliance with building codes and safety standards.",Marks & Spencer,"{""Sector"":""Retail"",""Industry"":""Retail - General Merchandise"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.marksandspencer.com"",""Ticker"":""MKS.L"",""CEO"":""Steve Rowe""}"
1115849358648869,1 to 14 Years,M.Tech,$64K-$98K,Algiers,Algeria,28.0339,1.6596,Part-Time,72225,2022-02-23,Both,Johnny Alexander,+1-256-906-2420x50666,Family Lawyer,Mediator,Internships.com,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,"{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques,Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements.,GXO Logistics,"{""Sector"":""Transportation"",""Industry"":""Transportation and Logistics"",""City"":""Greenwich"",""State"":""Connecticut"",""Zip"":""6831"",""Website"":""www.gxo.com"",""Ticker"":""GXO"",""CEO"":""Malcolm Wilson""}"
1197856621372718,5 to 8 Years,B.Com,$56K-$128K,Canberra,Australia,-25.2744,133.7751,Full-Time,116099,2022-07-17,Both,Michael Ramirez,973.810.7914x531,Procurement Coordinator,Purchasing Coordinator,Jobs2Careers,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,"Coordinate purchasing activities, including vendor sourcing and negotiation. Create purchase orders and track deliveries. Ensure cost-effective procurement.","Dunkin'Brands Group, Inc.",Unknown
1410217413892889,1 to 10 Years,BBA,$57K-$100K,Accra,Ghana,7.9465,-1.0232,Part-Time,90384,2022-09-13,Female,Gina Beck,335.990.4404x321,SEO Analyst,SEO Content Strategist,Idealist,"As an SEO Content Strategist, your primary responsibility is to develop and execute content strategies that enhance our online presence. You will conduct keyword research, optimize website content, and collaborate with the marketing team to improve search engine rankings and drive organic traffic. Your role involves staying updated with SEO trends and implementing best practices to boost our websites visibility and engagement.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,"Develop and execute SEO-focused content strategies, including keyword optimization and content planning. Collaborate with content creators and web developers for SEO enhancements. Analyze content performance for SEO improvements.",BP (British Petroleum),"{""Sector"":""Oil & Gas"",""Industry"":""Oil and Gas"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.bp.com"",""Ticker"":""BP"",""CEO"":""Bernard Looney""}"
326422308019716,4 to 8 Years,MBA,$60K-$105K,Tarawa,Kiribati,-3.3704,-168.734,Part-Time,63799,2023-08-26,Both,Joshua Love,822-733-0418,Brand Manager,Brand Marketing Analyst,FlexJobs,A Brand Marketing Analyst analyzes market data and consumer behavior to assess the effectiveness of branding strategies. They provide insights to improve brand marketing efforts.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Marketing analytics Data analysis tools (e.g., Google Analytics, Adobe Analytics) Brand performance measurement Consumer behavior analysis Campaign effectiveness evaluation",Analyze brand performance metrics and consumer behavior. Track marketing campaigns and assess their impact on brand perception. Provide insights and recommendations for brand improvement.,Publix Super Markets,"{""Sector"":""Retail"",""Industry"":""Food and Drug Stores"",""City"":""Lakeland"",""State"":""Florida"",""Zip"":""33811"",""Website"":""www.publix.com"",""Ticker"":"""",""CEO"":""Todd Jones""}"
376840675433798,5 to 13 Years,M.Com,$63K-$123K,Nouakchott,Mauritania,21.0079,-10.9408,Full-Time,43424,2022-10-25,Both,Amanda Watkins,(283)818-5704x102,Event Coordinator,Event Planner,USAJOBS,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,"Plan and organize events, such as weddings, conferences, and parties. Coordinate logistics, vendors, and budgets. Ensure events run smoothly and meet client expectations.",Archer Daniels Midland,"{""Sector"":""Food and Agriculture"",""Industry"":""Food Production"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60601"",""Website"":""www.adm.com"",""Ticker"":""ADM"",""CEO"":""Juan R. Luciano""}"
2980700781047275,4 to 15 Years,M.Tech,$65K-$102K,Lom̩,Togo,8.6195,0.8248,Part-Time,21108,2021-12-14,Both,Kathryn Thompson,+1-549-597-4347x700,Civil Engineer,Structural Engineer,The Muse,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment",Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors.,AGCO,"{""Sector"":""Agriculture"",""Industry"":""Construction and Farm Machinery"",""City"":""Duluth"",""State"":""Georgia"",""Zip"":""30096"",""Website"":""www.agcocorp.com"",""Ticker"":""AGCO"",""CEO"":""Eric P. Hansotia""}"
1757737892061528,5 to 14 Years,M.Com,$65K-$128K,Vilnius,Lithuania,55.1694,23.8813,Contract,25757,2022-02-01,Male,Tommy James,772-426-6312,Sales Manager,Regional Sales Director,Idealist,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Sales strategy development Territory management Sales team leadership,Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition.,Deutsche Lufthansa AG,"{""Sector"":""Aviation and Travel"",""Industry"":""Airlines & Aviation"",""City"":""Cologne"",""State"":""North Rhine-Westphalia"",""Zip"":""50667"",""Website"":""https://www.lufthansa.com/de/de/homepage"",""Ticker"":""LHAG"",""CEO"":""Carsten Spohr""}"
2786856494578817,5 to 12 Years,M.Tech,$64K-$120K,Port Moresby,Papua New Guinea,-6.314993,143.95555,Part-Time,103666,2022-09-07,Male,Cassandra Santiago,+1-814-988-8472x21650,Investment Banker,Investment Portfolio Manager,FlexJobs,"An Investment Portfolio Manager manages investment portfolios, making investment decisions, monitoring performance, and optimizing asset allocation for clients or the organization.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Investment analysis Portfolio management Risk assessment,Manage investment portfolios on behalf of clients or organizations. Monitor portfolio performance and adjust investment strategies. Provide regular reports and updates to clients.,First American Financial,"{""Sector"":""Financials"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""Santa Ana"",""State"":""California"",""Zip"":""92707"",""Website"":""www.firstam.com"",""Ticker"":""FAF"",""CEO"":""Kenneth D. Degiorgio""}"
678421924424344,5 to 11 Years,B.Tech,$56K-$124K,Bandar Seri Begawan,Brunei,4.5353,114.7277,Intern,38986,2023-05-12,Both,John Mays,875.563.7730x403,UI Developer,Front-End Developer,FlexJobs,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",Pfizer,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.pfizer.com"",""Ticker"":""PFE"",""CEO"":""Albert Bourla""}"
1701993609485678,3 to 14 Years,BCA,$59K-$98K,Port Vila,Vanuatu,-15.3767,166.9592,Full-Time,125653,2021-09-22,Female,Christopher Kirk,(431)916-2858,Executive Assistant,Project Coordinator,Jobs2Careers,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Project management Communication Time management Organization Problem-solving,"Assist in project management activities, such as project planning, scheduling, and documentation. Coordinate project meetings and communicate project updates to stakeholders. Ensure project milestones are met.",Airbnb,"{""Sector"":""Technology"",""Industry"":""Internet Services and Retailing"",""City"":""San Francisco"",""State"":""California"",""Zip"":""94103"",""Website"":""www.airbnb.com"",""Ticker"":""ABNB"",""CEO"":""Brian Chesky""}"
